49a4f35c2c2e19c365e2183d57e0882510bda8c1;{'id': '49a4f35c2c2e19c365e2183d57e0882510bda8c1', 'total_good_hunspell': 342, 'total_bad': 18, 'errors': ['bbien', 'utilisar', 'app', 'androy', 'wwwgrupobancolombiacom', 'boy', 'aser', 'lellendo', 'sañieron', 'algun', 'okey', 'cuenteme', 'dentrar', 'solisitaron', 'ok', 'muchisimas', 'colaboracion', 'muchisimo']}
2d22c16851e09ef96f5e229649fefe5c9f733ac2;{'id': '2d22c16851e09ef96f5e229649fefe5c9f733ac2', 'total_good_hunspell': 266, 'total_bad': 8, 'errors': ['porfavor', 'autenticación', 'aut_banco', 'aut_banco', 'q', 'interrsar', 'email', 'eml_90b94ce6bf22ab1c5b185db36129644281450d8d']}
a6bcc68d2048deae7051d777cbd30d9afd18e139;{'id': 'a6bcc68d2048deae7051d777cbd30d9afd18e139', 'total_good_hunspell': 229, 'total_bad': 4, 'errors': ['via', 'sa', 'link', 'httpwwwgrupobancolombiacomwpsportalpersonasdejanos-llamarte']}
0aa47b7e016f028efa7d6671af4366b226cb86d2;{'id': '0aa47b7e016f028efa7d6671af4366b226cb86d2', 'total_good_hunspell': 260, 'total_bad': 7, 'errors': ['bn', 'aut_banco', 'autenticación', 'seño', 'permitame', 'permítame', 'wwwgrupobancolombiacom']}
a93efb4b6d84182036361f7ef55f9b652c4bbbd1;{'id': 'a93efb4b6d84182036361f7ef55f9b652c4bbbd1', 'total_good_hunspell': 82, 'total_bad': 4, 'errors': ['bn', 'realizarlo', 'ahh', 'ok']}
7cd090a50c54bbe4e657ae2e72b4694457182507;{'id': '7cd090a50c54bbe4e657ae2e72b4694457182507', 'total_good_hunspell': 530, 'total_bad': 9, 'errors': ['servindustria', 'autenticación', 'aut_banco', 'autenticación', 'servindustria', 'tambien', 'eml_5db4288481c92b442f7e1f8d8d13c25e497ee3fc', 'medellin', 'dias']}
7ae8e8a6316d16643fd1ff9ca0fc43cbabf6739d;{'id': '7ae8e8a6316d16643fd1ff9ca0fc43cbabf6739d', 'total_good_hunspell': 148, 'total_bad': 6, 'errors': ['cristian', 'bogota', 'ubicarle', 'tunal', 'santalucia', 'chia']}
bcc88235ff369f0190bd8cd0d9616dd78bf9abba;{'id': 'bcc88235ff369f0190bd8cd0d9616dd78bf9abba', 'total_good_hunspell': 25, 'total_bad': 0, 'errors': []}
aca8be3b9964d2b0ad95db4f4f4c7f710352cdd9;{'id': 'aca8be3b9964d2b0ad95db4f4f4c7f710352cdd9', 'total_good_hunspell': 84, 'total_bad': 8, 'errors': ['queria', 'dias', 'consignacion', 'automatico', 'restriccion', 'dia', 'sii', 'muchaw']}
1c7044d37c72269d240725725fd99858c611b77a;{'id': '1c7044d37c72269d240725725fd99858c611b77a', 'total_good_hunspell': 25, 'total_bad': 0, 'errors': []}
ce9ffa6d8afce4c652b086e35ab04ad59f781ced;{'id': 'ce9ffa6d8afce4c652b086e35ab04ad59f781ced', 'total_good_hunspell': 168, 'total_bad': 9, 'errors': ['bn', 'bn', 'electronico', 'autenticación', 'aut_banco', 'autenticación', 'eml_69b6736c81cd0b3d2024736c9b54c5e336aa2d21', 'permitame', 'permitame']}
